,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
6269,62, Private,127286, HS-grad,4, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1656,50, United-States, <=50K,61+,low,married,Non-White
6270,43, Private,148980, Bachelors,6, Never-married, Sales, Not-in-family, White, Female,0,0,16, United-States, <=50K,31-60,low,not-married,Non-White
6271,49, Private,107767, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
6272,47, Private,116664, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
6273,46, Federal-gov,190285, 9th,9, Divorced, Other-service, Unmarried, White, Female,0,0,25, ?, <=50K,31-60,low,not-married,Non-White
6274,24, Private,174690, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,15, United-States, <=50K,<=30,low,not-married,Non-White
6275,50, Federal-gov,413509, HS-grad,9, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6276,62, Private,192198, Bachelors,13, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K,61+,high,married,Non-White
6277,44, Private,342684, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6278,35, Private,115211, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,12, United-States, <=50K,31-60,low,not-married,Non-White
6279,45, Private,118268, HS-grad,9, Divorced, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6280,17, Private,120299, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,33, United-States, <=50K,<=30,low,not-married,Non-White
6281,80, Private,165659, Assoc-acdm,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,34, Jamaica, >50K,61+,low,married,Non-White
6282,53, Private,192657, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,59, United-States, >50K,31-60,high,married,Non-White
6283,23, Private,183304, Assoc-voc,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K,<=30,low,not-married,Non-White
6284,43, Private,178842, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,31-60,high,married,Non-White
6285,48, Local-gov,110763, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, India, <=50K,31-60,low,not-married,Non-White
6286,57, Private,91169, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6287,36, Private,191553, HS-grad,4, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K,31-60,low,married,Non-White
6288,47, Private,165698, Bachelors,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1614,45, ?, <=50K,31-60,high,married,Non-White
6289,28, Private,188954, Bachelors,6, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
6290,63, Private,189732, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,51, United-States, >50K,61+,high,married,Non-White
6291,42, Private,154461, 10th,4, Married-civ-spouse, ?, Wife, White, Female,0,0,40, Philippines, <=50K,31-60,low,married,Non-White
6292,32, Private,181013, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6293,21, Local-gov,189908, Bachelors,5, Never-married, Craft-repair, Own-child, White, Female,0,0,12, United-States, <=50K,<=30,low,not-married,Non-White
6294,51, Self-emp-not-inc,341274, Prof-school,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K,31-60,high,married,Non-White
6295,37, Private,67334, HS-grad,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K,31-60,high,married,Non-White
6296,59, Federal-gov,246582, HS-grad,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Columbia, <=50K,31-60,low,married,Non-White
6297,23, Private,191993, 10th,7, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6298,19, Private,145934, 11th,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6299,49, Private,200740, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,16, United-States, <=50K,31-60,low,not-married,Non-White
6300,28, Private,104580, 10th,9, Never-married, Transport-moving, Other-relative, White, Female,0,0,64, United-States, <=50K,<=30,low,not-married,Non-White
6301,41, Private,163610, Some-college,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6302,26, Private,186653, HS-grad,11, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
6303,51, Private,316041, 10th,4, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6304,24, Private,180647, 12th,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K,<=30,high,not-married,Non-White
6305,61, Private,309596, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K,61+,high,married,Non-White
6306,48, Local-gov,42038, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Cambodia, <=50K,31-60,low,not-married,Non-White
6307,60, Private,172683, Bachelors,4, Married-civ-spouse, Sales, Husband, White, Female,0,1907,14, Philippines, <=50K,31-60,low,married,Non-White
6308,28, Private,148709, HS-grad,14, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,31, United-States, <=50K,<=30,high,married,Non-White
6309,18, Private,361119, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,36, United-States, <=50K,<=30,low,not-married,Non-White
6310,28, ?,194386, HS-grad,9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6311,57, Private,179278, 7th-8th,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K,31-60,low,married,Non-White
6312,83, ?,127908, HS-grad,7, Never-married, ?, Not-in-family, White, Male,0,0,13, United-States, <=50K,61+,low,not-married,Non-White
6313,50, Local-gov,189919, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,11, United-States, <=50K,31-60,low,not-married,Non-White
6314,26, Private,372248, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, Hungary, <=50K,<=30,low,not-married,Non-White
6315,43, Self-emp-inc,126059, HS-grad,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,66, Philippines, <=50K,31-60,high,married,Non-White
6316,35, Private,160711, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,31, United-States, <=50K,31-60,low,married,Non-White
6317,48, Private,31763, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6318,19, Private,412109, Some-college,10, Never-married, Priv-house-serv, Own-child, Black, Male,0,0,34, United-States, <=50K,<=30,low,not-married,Non-White
6319,45, Private,67906, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6320,45, Private,286481, Bachelors,13, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
6321,19, Self-emp-not-inc,293957, 10th,10, Never-married, ?, Own-child, White, Male,0,0,36, United-States, <=50K,<=30,low,not-married,Non-White
6322,38, Private,212318, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, United-States, >50K,31-60,low,married,Non-White
6323,47, Self-emp-not-inc,191435, Masters,12, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,52, United-States, >50K,31-60,high,married,Non-White
6324,72, Self-emp-not-inc,182677, 9th,5, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,61+,low,not-married,Non-White
6325,44, Private,174786, Bachelors,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K,31-60,high,married,Non-White
6326,58, State-gov,198718, 5th-6th,9, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K,31-60,low,not-married,Non-White
6327,20, Private,200473, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,16, United-States, <=50K,<=30,low,not-married,Non-White
6328,27, Local-gov,219696, Some-college,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cuba, >50K,<=30,high,married,Non-White
6329,51, State-gov,150793, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K,31-60,high,married,Non-White
6330,23, Private,149138, 9th,4, Widowed, Sales, Unmarried, White, Male,0,0,40, Nicaragua, <=50K,<=30,low,not-married,Non-White
6331,17, Private,198945, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6332,44, Private,293086, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,33, United-States, <=50K,31-60,high,not-married,Non-White
6333,32, Private,154099, 1st-4th,3, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,33, United-States, <=50K,31-60,low,married,Non-White
6334,48, Private,119949, HS-grad,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K,31-60,high,married,Non-White
6335,23, Private,235073, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6336,21, Private,189241, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K,<=30,high,married,Non-White
6337,38, Private,64574, HS-grad,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,12, Mexico, <=50K,31-60,high,married,Non-White
6338,42, Private,184629, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4323,0,37, United-States, >50K,31-60,high,married,Non-White
6339,32, Private,175804, Preschool,13, Separated, Craft-repair, Not-in-family, White, Female,0,0,32, Hong, <=50K,31-60,high,not-married,Non-White
6340,44, Private,125702, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Puerto-Rico, >50K,31-60,high,married,Non-White
6341,49, Never-worked,199715, Bachelors,13, Never-married, Protective-serv, Unmarried, White, Male,0,0,64, Hong, <=50K,31-60,high,not-married,Non-White
6342,51, Local-gov,228988, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6343,53, ?,297130, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K,31-60,low,married,Non-White
6344,47, Private,158790, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K,31-60,low,not-married,Non-White
6345,60, Private,343780, HS-grad,5, Widowed, ?, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6346,32, Private,320513, 10th,5, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,62, Japan, <=50K,31-60,low,not-married,Non-White
6347,41, Private,185076, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K,31-60,high,not-married,Non-White
6348,60, Federal-gov,197654, Bachelors,9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,34, United-States, <=50K,31-60,low,married,Non-White
6349,35, Private,126824, Masters,14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K,31-60,high,married,Non-White
6350,41, Self-emp-not-inc,74325, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,6374,0,50, United-States, >50K,31-60,high,married,Non-White
6351,20, Private,157988, 7th-8th,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6352,18, Private,179845, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6353,22, Private,180061, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, United-States, <=50K,<=30,low,not-married,Non-White
6354,38, Private,114177, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, <=50K,31-60,high,married,Non-White
6355,22, Never-worked,183071, Some-college,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K,<=30,high,not-married,Non-White
6356,19, Private,172247, HS-grad,9, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6357,18, Private,115378, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
6358,31, Private,105251, Bachelors,12, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
6359,31, Private,480678, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,34, United-States, <=50K,31-60,low,not-married,Non-White
6360,21, Private,112552, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, India, <=50K,<=30,low,not-married,Non-White
6361,56, Private,312453, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, United-States, <=50K,31-60,low,married,Non-White
6362,40, Private,292210, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,11, United-States, <=50K,31-60,low,not-married,Non-White
6363,25, Private,48869, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, >50K,<=30,high,married,Non-White
6364,43, Private,183171, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K,31-60,high,married,Non-White
6365,31, Private,266383, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,63, United-States, <=50K,31-60,high,not-married,Non-White
6366,20, Private,241793, Bachelors,11, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
6367,30, Private,140195, 12th,11, Never-married, Sales, Not-in-family, White, Female,0,0,31, United-States, <=50K,<=30,high,not-married,Non-White
6368,32, Private,35044, Some-college,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K,31-60,high,married,Non-White
6369,29, Private,183220, Some-college,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,36, United-States, <=50K,<=30,low,married,Non-White
6370,45, State-gov,457322, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6371,29, Local-gov,78178, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4876,0,60, United-States, >50K,<=30,high,married,Non-White
6372,44, Private,162939, 1st-4th,6, Married-spouse-absent, ?, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6373,43, Private,192564, Bachelors,13, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
6374,52, Local-gov,35472, Assoc-acdm,15, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,33, Mexico, >50K,31-60,high,married,Non-White
6375,40, Private,199369, HS-grad,6, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Canada, <=50K,31-60,low,not-married,Non-White
6376,42, Private,202936, Bachelors,13, Divorced, Prof-specialty, Wife, White, Male,0,0,40, South, >50K,31-60,high,not-married,Non-White
6377,63, Self-emp-not-inc,340737, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,49, United-States, <=50K,61+,low,married,Non-White
6378,18, Private,187138, Some-college,10, Never-married, Sales, Other-relative, White, Male,0,0,45, United-States, <=50K,<=30,low,not-married,Non-White
6379,29, Private,288829, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,11, United-States, <=50K,<=30,low,not-married,Non-White
6380,42, Private,391966, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,58, United-States, >50K,31-60,high,married,Non-White
6381,61, Private,193934, HS-grad,13, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,12, United-States, <=50K,61+,high,married,Non-White
6382,31, Private,289750, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K,31-60,high,married,Non-White
6383,44, State-gov,159599, Prof-school,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K,31-60,low,married,Non-White
6384,43, Self-emp-inc,188810, Bachelors,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K,31-60,high,married,Non-White
6385,24, Private,186146, Some-college,10, Never-married, Sales, Other-relative, White, Male,0,0,40, Puerto-Rico, <=50K,<=30,low,not-married,Non-White
6386,44, Private,98468, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6387,19, Private,49676, Bachelors,5, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K,<=30,low,not-married,Non-White
6388,19, Private,113946, 9th,11, Never-married, Exec-managerial, Own-child, White, Male,0,0,59, United-States, <=50K,<=30,high,not-married,Non-White
6389,62, Private,105602, 9th,14, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K,61+,high,married,Non-White
6390,19, Private,326761, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6391,45, Private,42862, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6392,40, Private,148718, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,6406,0,58, United-States, <=50K,31-60,high,married,Non-White
6393,43, Private,199087, 11th,12, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
6394,28, ?,345096, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,34, United-States, <=50K,<=30,low,not-married,Non-White
6395,20, Private,210817, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,21, United-States, <=50K,<=30,low,not-married,Non-White
6396,24, Private,255339, 11th,6, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,88, United-States, <=50K,<=30,low,not-married,Non-White
6397,21, Private,183366, Some-college,7, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
6398,46, Private,178343, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6399,42, Private,193831, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Female,0,0,41, United-States, <=50K,31-60,low,not-married,Non-White
6400,35, Self-emp-inc,118505, Some-college,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, <=50K,31-60,high,married,Non-White
6401,35, Private,220333, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,6970,0,45, United-States, >50K,31-60,high,married,Non-White
6402,33, Private,382340, 10th,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K,31-60,high,married,Non-White
6403,31, Self-emp-not-inc,65607, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6404,57, Private,114578, HS-grad,9, Married-spouse-absent, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6405,36, Private,346781, HS-grad,4, Widowed, Sales, Not-in-family, White, Male,0,0,21, United-States, <=50K,31-60,low,not-married,Non-White
6406,24, Private,139724, HS-grad,9, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6407,47, Self-emp-not-inc,181635, Masters,4, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K,31-60,low,married,Non-White
6408,46, Private,153248, HS-grad,7, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Mexico, <=50K,31-60,low,married,Non-White
6409,52, Private,105259, HS-grad,10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, <=50K,31-60,low,married,Non-White
6410,50, Private,87451, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,36, United-States, <=50K,31-60,low,not-married,Non-White
6411,19, ?,121078, 10th,7, Never-married, ?, Own-child, White, Male,0,0,25, United-States, <=50K,<=30,low,not-married,Non-White
6412,41, Private,440681, Masters,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, England, >50K,31-60,high,married,Non-White
6413,29, Private,120797, HS-grad,6, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, <=50K,<=30,low,not-married,Non-White
6414,39, Local-gov,110423, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,1678,40, United-States, >50K,31-60,high,married,Non-White
6415,38, Private,387233, Assoc-voc,12, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K,31-60,high,not-married,Non-White
6416,19, Private,121573, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K,<=30,low,not-married,Non-White
6417,27, Private,102832, Assoc-acdm,12, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
6418,23, Private,172968, Bachelors,9, Never-married, Machine-op-inspct, Husband, White, Male,0,0,56, United-States, <=50K,<=30,low,not-married,Non-White
6419,21, Private,188205, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,37, United-States, <=50K,<=30,low,not-married,Non-White
6420,38, Private,192885, Assoc-acdm,10, Never-married, ?, Other-relative, White, Male,0,0,21, United-States, <=50K,31-60,low,not-married,Non-White
6421,49, Federal-gov,336624, 7th-8th,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,33, United-States, >50K,31-60,high,married,Non-White
6422,22, Self-emp-not-inc,110563, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6423,39, Private,151315, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
6424,28, Private,34231, Some-college,10, Widowed, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K,<=30,low,not-married,Non-White
6425,19, Private,191657, Some-college,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26, United-States, <=50K,<=30,low,not-married,Non-White
6426,52, Private,31978, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,68, United-States, >50K,31-60,high,married,Non-White
6427,27, Private,255038, HS-grad,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,<=30,low,married,Non-White
6428,40, Private,179068, HS-grad,9, Separated, ?, Own-child, White, Female,0,0,37, Outlying-US(Guam-USVI-etc), <=50K,31-60,low,not-married,Non-White
6429,46, Private,169701, 10th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,34, United-States, <=50K,31-60,low,married,Non-White
6430,18, Private,201741, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,14, United-States, <=50K,<=30,low,not-married,Non-White
6431,34, Local-gov,102407, Assoc-acdm,12, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Guatemala, <=50K,31-60,high,not-married,Non-White
6432,50, Private,538805, Masters,16, Married-civ-spouse, Sales, Husband, White, Male,5087,0,45, ?, <=50K,31-60,high,married,Non-White
6433,23, Self-emp-not-inc,187116, Assoc-voc,4, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6434,60, State-gov,350582, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6435,41, Private,181626, HS-grad,9, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6436,32, Local-gov,198454, HS-grad,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,49, Vietnam, <=50K,31-60,low,not-married,Non-White
6437,32, Local-gov,56656, Some-college,6, Never-married, Sales, Own-child, White, Male,0,0,34, United-States, <=50K,31-60,low,not-married,Non-White
6438,40, State-gov,173873, Bachelors,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,61, United-States, <=50K,31-60,high,not-married,Non-White
6439,23, State-gov,74164, 12th,5, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K,<=30,low,not-married,Non-White
6440,62, Private,113135, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,61+,low,married,Non-White
6441,49, Private,284960, HS-grad,5, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Thailand, <=50K,31-60,low,married,Non-White
6442,23, Private,63050, Some-college,7, Never-married, Sales, Own-child, White, Male,0,0,14, United-States, <=50K,<=30,low,not-married,Non-White
6443,36, ?,202470, Some-college,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, Jamaica, <=50K,31-60,low,not-married,Non-White
6444,47, Private,187172, HS-grad,9, Divorced, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
6445,19, ?,168100, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K,<=30,low,not-married,Non-White
6446,60, Private,196178, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
6447,22, Private,112836, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
6448,40, Private,281367, Masters,9, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K,31-60,low,married,Non-White
6449,51, Private,118646, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Taiwan, <=50K,31-60,low,not-married,Non-White
6450,57, Private,121094, Some-college,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K,31-60,low,married,Non-White
6451,28, ?,31394, HS-grad,9, Married-AF-spouse, Handlers-cleaners, Own-child, White, Female,0,0,29, United-States, <=50K,<=30,low,married,Non-White
6452,23, Private,184250, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,<=30,low,married,Non-White
6453,57, Private,192785, Assoc-voc,10, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
6454,34, Private,123466, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,59, United-States, >50K,31-60,high,married,Non-White
6455,31, ?,310064, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,16, United-States, <=50K,31-60,low,not-married,Non-White
6456,53, Private,297082, Assoc-voc,9, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,58, United-States, <=50K,31-60,low,not-married,Non-White
