,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
1923,36, Private,48391, HS-grad,10, Separated, Transport-moving, Husband, White, Male,0,0,40, South, >50K,31-60,low,not-married,Non-White
1924,35, Private,296849, 11th,9, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, <=50K,31-60,low,not-married,Non-White
1925,22, Private,107357, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,28, United-States, <=50K,<=30,low,not-married,Non-White
1926,42, Private,194496, Doctorate,13, Widowed, Sales, Unmarried, White, Female,49,0,40, United-States, <=50K,31-60,high,not-married,Non-White
1927,70, Self-emp-not-inc,207399, 11th,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States, <=50K,61+,low,not-married,Non-White
1928,39, Self-emp-inc,185962, Prof-school,14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,59, United-States, >50K,31-60,high,married,Non-White
1929,35, Private,93600, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,2759,0,40, United-States, <=50K,31-60,high,not-married,Non-White
1930,40, Private,175459, Bachelors,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,63, United-States, >50K,31-60,low,married,Non-White
1931,62, Private,293026, HS-grad,12, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K,61+,high,married,Non-White
1932,41, Private,273179, 5th-6th,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, ?, <=50K,31-60,low,married,Non-White
1933,39, Private,172518, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,3,45, United-States, <=50K,31-60,low,not-married,Non-White
1934,41, Private,203528, 11th,3, Never-married, Craft-repair, Husband, White, Male,0,0,60, Nicaragua, <=50K,31-60,low,not-married,Non-White
1935,57, Private,41714, HS-grad,4, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
1936,38, Private,184912, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1,10, United-States, <=50K,31-60,low,not-married,Non-White
1937,27, Private,38831, 9th,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
1938,68, Federal-gov,108197, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,6825,1889,60, Scotland, >50K,61+,high,married,Non-White
1939,58, Private,29406, HS-grad,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
1940,39, Private,100475, Assoc-acdm,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,19,0,60, United-States, >50K,31-60,high,married,Non-White
1941,62, Self-emp-not-inc,197563, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,18, Philippines, <=50K,61+,low,not-married,Non-White
1942,34, Self-emp-not-inc,254607, Masters,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,13907,0,90, United-States, >50K,31-60,high,married,Non-White
1943,31, Private,44982, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3,1,51, United-States, >50K,31-60,high,married,Non-White
1944,58, Private,175738, HS-grad,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
1945,56, Federal-gov,131465, HS-grad,13, Married-civ-spouse, Farming-fishing, Husband, White, Female,14137,0,40, ?, >50K,31-60,high,married,Non-White
1946,33, Private,271981, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,34, United-States, <=50K,31-60,low,not-married,Non-White
1947,52, Private,221797, Assoc-acdm,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,51, United-States, >50K,31-60,low,not-married,Non-White
1948,43, Self-emp-not-inc,110671, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, <=50K,31-60,low,married,Non-White
1949,23, Self-emp-not-inc,46342, 7th-8th,14, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,59, United-States, >50K,<=30,high,not-married,Non-White
1950,21, Private,92245, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2,20, United-States, >50K,<=30,high,married,Non-White
1951,48, Private,202871, Bachelors,6, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
1952,34, Private,114344, HS-grad,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K,31-60,high,married,Non-White
1953,58, Private,103750, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,49, United-States, >50K,31-60,high,married,Non-White
1954,39, Private,304818, 10th,10, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,8, United-States, >50K,31-60,low,married,Non-White
1955,70, ?,271409, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,1965,0,40, United-States, <=50K,61+,low,not-married,Non-White
1956,60, Private,300334, Bachelors,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, El-Salvador, <=50K,31-60,low,married,Non-White
1957,25, Private,199159, 1st-4th,12, Never-married, Farming-fishing, Other-relative, White, Female,13,1,50, Vietnam, <=50K,<=30,high,not-married,Non-White
1958,40, Private,177536, HS-grad,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,32, United-States, <=50K,31-60,low,not-married,Non-White
1959,29, Private,174422, Some-college,7, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States, <=50K,<=30,low,married,Non-White
1960,39, Federal-gov,190180, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,4116,1,60, United-States, >50K,31-60,high,married,Non-White
1961,57, Private,371999, Some-college,11, Married-spouse-absent, Craft-repair, Wife, Black, Male,0,0,19, United-States, <=50K,31-60,high,married,Non-White
1962,20, ?,135016, Bachelors,10, Never-married, ?, Own-child, Black, Male,0,0,49, Italy, <=50K,<=30,low,not-married,Non-White
1963,60, Private,213995, Bachelors,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K,31-60,high,married,Non-White
1964,21, ?,244375, 12th,9, Never-married, ?, Not-in-family, White, Male,0,1,22, Germany, <=50K,<=30,low,not-married,Non-White
1965,27, Private,190316, Assoc-acdm,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K,<=30,low,married,Non-White
1966,51, Private,238524, 11th,4, Widowed, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K,31-60,low,not-married,Non-White
1967,50, Private,196899, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,62,0,40, United-States, <=50K,31-60,low,married,Non-White
1968,22, Private,288442, Some-college,10, Divorced, Exec-managerial, Other-relative, White, Male,6,1,33, Laos, <=50K,<=30,low,not-married,Non-White
1969,44, Federal-gov,196480, Masters,13, Married-civ-spouse, Protective-serv, Husband, White, Male,30,0,47, ?, >50K,31-60,high,married,Non-White
1970,28, State-gov,202945, HS-grad,10, Separated, Other-service, Not-in-family, White, Female,0,0,11, United-States, <=50K,<=30,low,not-married,Non-White
1971,42, Private,172937, Some-college,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1,32, United-States, <=50K,31-60,high,married,Non-White
1972,19, Private,131179, 12th,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
1973,23, Private,45946, Some-college,3, Never-married, Other-service, Own-child, White, Female,0,1,31, United-States, <=50K,<=30,low,not-married,Non-White
1974,48, Private,30257, HS-grad,9, Widowed, Other-service, Other-relative, Black, Female,0,1697,40, Taiwan, <=50K,31-60,low,not-married,Non-White
1975,37, Never-worked,254470, Assoc-acdm,10, Never-married, Exec-managerial, Own-child, White, Male,1430,1,40, United-States, <=50K,31-60,low,not-married,Non-White
1976,34, Private,200331, 9th,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Mexico, <=50K,31-60,low,married,Non-White
1977,42, State-gov,51827, Some-college,12, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,12, United-States, >50K,31-60,high,married,Non-White
1978,64, Private,52983, Bachelors,10, Married-civ-spouse, Sales, Husband, White, Male,5,0,45, Puerto-Rico, <=50K,61+,low,married,Non-White
1979,55, ?,179255, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,19, United-States, <=50K,31-60,low,not-married,Non-White
1980,44, State-gov,256105, 10th,13, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K,31-60,high,not-married,Non-White
1981,63, Private,172774, HS-grad,6, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,61+,low,not-married,Non-White
1982,41, Private,222921, HS-grad,9, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, England, <=50K,31-60,low,not-married,Non-White
1983,33, Private,222683, Bachelors,13, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Columbia, <=50K,31-60,high,not-married,Non-White
1984,37, Private,102819, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Female,7443,0,40, United-States, <=50K,31-60,low,married,Non-White
1985,18, Private,246047, HS-grad,14, Separated, Exec-managerial, Unmarried, White, Male,0,0,37, United-States, <=50K,<=30,high,not-married,Non-White
1986,36, Federal-gov,166449, Some-college,15, Married-civ-spouse, Adm-clerical, Husband, White, Male,18,0,40, United-States, <=50K,31-60,high,married,Non-White
1987,39, Private,267434, Masters,11, Widowed, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K,31-60,high,not-married,Non-White
1988,41, Private,179191, Some-college,9, Never-married, Other-service, Other-relative, White, Male,0,1,40, United-States, <=50K,31-60,low,not-married,Non-White
1989,43, Private,192319, Some-college,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,28, United-States, <=50K,31-60,low,not-married,Non-White
1990,19, Private,47696, Bachelors,10, Never-married, Exec-managerial, Own-child, White, Male,2,0,8, United-States, <=50K,<=30,low,not-married,Non-White
1991,35, Private,158362, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
1992,43, Private,247598, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K,31-60,low,married,Non-White
1993,27, Private,94659, Some-college,10, Never-married, Other-service, Not-in-family, Other, Male,6,1,7, United-States, <=50K,<=30,low,not-married,Non-White
1994,31, Private,133325, Doctorate,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7590,0,50, United-States, >50K,31-60,high,married,Non-White
1995,42, Private,245219, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,33, United-States, <=50K,31-60,low,married,Non-White
1996,46, Private,178803, Assoc-acdm,10, Married-civ-spouse, Craft-repair, Husband, Other, Male,7,0,40, United-States, <=50K,31-60,low,married,Non-White
1997,41, Self-emp-not-inc,317715, 11th,9, Separated, Other-service, Not-in-family, White, Female,0,2,40, United-States, <=50K,31-60,low,not-married,Non-White
1998,25, Local-gov,153768, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,25,2,34, United-States, <=50K,<=30,low,not-married,Non-White
1999,47, Private,91583, HS-grad,12, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Columbia, <=50K,31-60,high,not-married,Non-White
2000,20, Private,159961, 11th,10, Never-married, ?, Own-child, White, Male,0,1,17, United-States, <=50K,<=30,low,not-married,Non-White
2001,24, Private,142227, 10th,9, Never-married, Sales, Other-relative, White, Female,0,0,68, United-States, <=50K,<=30,low,not-married,Non-White
2002,40, Private,185647, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,1,20, United-States, <=50K,31-60,low,not-married,Non-White
2003,53, Federal-gov,127310, Assoc-voc,12, Married-civ-spouse, Sales, Wife, White, Male,0,1,34, India, >50K,31-60,high,married,Non-White
2004,37, Self-emp-not-inc,97308, HS-grad,9, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,40, Thailand, <=50K,31-60,low,married,Non-White
2005,29, Private,200886, 7th-8th,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, China, <=50K,<=30,low,married,Non-White
2006,40, Private,93784, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,1,40, United-States, >50K,31-60,high,not-married,Non-White
2007,63, ?,179296, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, ?, <=50K,61+,low,married,Non-White
2008,17, Private,113381, Bachelors,5, Never-married, Sales, Own-child, White, Male,19,3,47, United-States, <=50K,<=30,low,not-married,Non-White
2009,24, Private,85198, 12th,9, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K,<=30,low,not-married,Non-White
2010,41, Private,312569, Some-college,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,31, Canada, <=50K,31-60,low,married,Non-White
2011,35, Local-gov,179517, 1st-4th,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,51, United-States, >50K,31-60,low,married,Non-White
2012,44, Self-emp-not-inc,351275, HS-grad,12, Never-married, Sales, Husband, Asian-Pac-Islander, Male,20,0,32, United-States, <=50K,31-60,high,not-married,Non-White
2013,41, Private,352936, Assoc-voc,10, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,49, United-States, >50K,31-60,low,married,Non-White
2014,24, Private,144284, Masters,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,3,2,48, United-States, >50K,<=30,high,married,Non-White
2015,61, Private,273982, Assoc-voc,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K,61+,low,married,Non-White
2016,29, Self-emp-not-inc,153591, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K,<=30,high,married,Non-White
2017,31, Private,230694, Some-college,9, Widowed, Craft-repair, Unmarried, Black, Female,0,2,10, United-States, <=50K,31-60,low,not-married,Non-White
2018,25, Private,161466, Assoc-acdm,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,79, United-States, <=50K,<=30,high,not-married,Non-White
2019,20, Private,117855, 10th,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2020,18, State-gov,225288, 11th,7, Separated, Adm-clerical, Not-in-family, White, Female,0,1,38, United-States, <=50K,<=30,low,not-married,Non-White
2021,64, Private,84506, 7th-8th,9, Divorced, Other-service, Unmarried, White, Female,6,3,31, United-States, <=50K,61+,low,not-married,Non-White
2022,44, Private,205758, HS-grad,7, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K,31-60,low,not-married,Non-White
2023,32, Private,303626, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K,31-60,high,married,Non-White
2024,30, Private,200644, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K,<=30,high,married,Non-White
2025,42, Self-emp-inc,195597, Some-college,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3,0,66, United-States, >50K,31-60,low,married,Non-White
2026,39, Private,185158, 7th-8th,11, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,2606,2,47, United-States, <=50K,31-60,high,married,Non-White
2027,60, Private,107670, HS-grad,4, Married-civ-spouse, Other-service, Husband, White, Male,3,0,40, ?, <=50K,31-60,low,married,Non-White
2028,50, Private,120163, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3008,2,50, United-States, >50K,31-60,high,married,Non-White
2029,67, Private,219143, Bachelors,13, Never-married, Tech-support, Not-in-family, Other, Female,17,0,49, United-States, <=50K,61+,high,not-married,Non-White
2030,44, Local-gov,189569, HS-grad,11, Never-married, Exec-managerial, Unmarried, White, Female,2,0,40, United-States, <=50K,31-60,high,not-married,Non-White
2031,30, Private,177743, HS-grad,4, Never-married, Adm-clerical, Husband, White, Male,0,1,19, Italy, <=50K,<=30,low,not-married,Non-White
2032,56, Private,150224, Assoc-voc,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1852,40, United-States, >50K,31-60,high,married,Non-White
2033,69, Private,227656, Doctorate,10, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K,61+,low,married,Non-White
2034,42, Private,98643, Masters,16, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,13, Italy, >50K,31-60,high,married,Non-White
2035,44, Private,177346, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, Honduras, >50K,31-60,low,married,Non-White
2036,18, Federal-gov,298857, 11th,10, Never-married, ?, Own-child, Other, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
2037,59, Private,329890, 7th-8th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2038,56, Self-emp-not-inc,311060, Some-college,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,6472,0,40, United-States, <=50K,31-60,low,married,Non-White
2039,33, Private,100991, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,59, United-States, <=50K,31-60,low,not-married,Non-White
2040,39, Self-emp-not-inc,262529, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Female,7,0,60, United-States, <=50K,31-60,low,married,Non-White
2041,46, Private,377933, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15018,2,48, United-States, >50K,31-60,high,married,Non-White
2042,33, Private,124565, 11th,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K,31-60,low,married,Non-White
2043,29, Private,238684, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K,<=30,high,married,Non-White
2044,54, Private,233182, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,20,0,40, United-States, <=50K,31-60,low,married,Non-White
2045,20, State-gov,205131, Some-college,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,16, Taiwan, <=50K,<=30,high,not-married,Non-White
2046,31, Private,36325, Some-college,10, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,13, South, >50K,31-60,low,married,Non-White
2047,22, Private,171876, Some-college,9, Never-married, Craft-repair, Not-in-family, Black, Female,1659,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2048,41, Private,180716, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2049,45, Self-emp-inc,307808, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K,31-60,high,married,Non-White
2050,40, Private,97544, 10th,13, Divorced, Adm-clerical, Not-in-family, White, Male,2877,0,85, United-States, >50K,31-60,high,not-married,Non-White
2051,29, Private,200461, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,11,0,31, United-States, <=50K,<=30,low,married,Non-White
2052,43, Private,28499, Assoc-acdm,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1,50, United-States, <=50K,31-60,low,married,Non-White
2053,28, Private,400220, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,18, United-States, <=50K,<=30,low,married,Non-White
2054,37, Private,232107, HS-grad,9, Divorced, Prof-specialty, Unmarried, Black, Female,18,2,40, United-States, <=50K,31-60,low,not-married,Non-White
2055,20, Local-gov,377515, HS-grad,3, Widowed, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K,<=30,low,not-married,Non-White
2056,50, Federal-gov,216309, HS-grad,12, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,47, United-States, >50K,31-60,high,married,Non-White
2057,33, Private,338869, Bachelors,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
2058,32, Private,39487, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2059,52, Self-emp-not-inc,225729, Masters,4, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2060,47, Private,175713, Assoc-voc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3045,1839,40, United-States, >50K,31-60,low,married,Non-White
2061,54, ?,265637, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,28, United-States, >50K,31-60,low,married,Non-White
2062,42, Private,216076, Assoc-voc,10, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,1,53, United-States, >50K,31-60,low,married,Non-White
2063,35, Private,364883, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,3,1775,51, Japan, >50K,31-60,high,married,Non-White
2064,30, Private,103987, Some-college,10, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2065,73, Self-emp-inc,196914, 11th,10, Widowed, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,61+,low,not-married,Non-White
2066,24, Private,62456, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,2,62, United-States, >50K,<=30,high,not-married,Non-White
2067,39, Private,320790, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K,31-60,high,married,Non-White
2068,23, Private,174930, Some-college,7, Never-married, ?, Own-child, White, Male,0,0,34, United-States, <=50K,<=30,low,not-married,Non-White
2069,22, Private,369064, Bachelors,13, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K,<=30,high,not-married,Non-White
2070,38, Private,197411, Bachelors,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Germany, >50K,31-60,high,married,Non-White
2071,18, Private,143775, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
2072,58, Private,379500, 10th,9, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
2073,22, ?,138157, Bachelors,4, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K,<=30,low,not-married,Non-White
2074,40, Private,99058, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,19, United-States, <=50K,31-60,low,not-married,Non-White
2075,21, Private,187998, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Japan, <=50K,<=30,high,not-married,Non-White
2076,53, Private,186450, Preschool,9, Divorced, Sales, Not-in-family, White, Female,0,0,49, United-States, >50K,31-60,low,not-married,Non-White
2077,48, Self-emp-not-inc,132447, 7th-8th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,6,0,60, India, <=50K,31-60,low,married,Non-White
2078,26, Local-gov,33089, Some-college,3, Divorced, Sales, Unmarried, Black, Male,0,0,7, China, <=50K,<=30,low,not-married,Non-White
2079,23, Private,272493, Assoc-voc,10, Never-married, Adm-clerical, Own-child, Black, Female,0,3,19, United-States, <=50K,<=30,low,not-married,Non-White
2080,24, Private,120229, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2081,37, Private,307105, HS-grad,4, Married-civ-spouse, Other-service, Not-in-family, Black, Male,3119,0,40, United-States, >50K,31-60,low,married,Non-White
2082,39, Private,114371, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,52,0,60, United-States, <=50K,31-60,low,married,Non-White
2083,52, Private,120922, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,33,0,40, United-States, <=50K,31-60,low,married,Non-White
2084,34, Private,190360, 9th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,73, United-States, >50K,31-60,low,married,Non-White
2085,44, Private,240262, HS-grad,6, Widowed, Sales, Unmarried, White, Female,0,0,34, United-States, <=50K,31-60,low,not-married,Non-White
2086,38, Private,382238, Masters,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,59, United-States, >50K,31-60,low,married,Non-White
2087,18, Private,169571, Some-college,12, Never-married, ?, Own-child, White, Male,0,2,16, United-States, <=50K,<=30,high,not-married,Non-White
2088,39, Local-gov,255548, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, ?, >50K,31-60,high,married,Non-White
2089,66, Private,290960, HS-grad,6, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1,51, United-States, >50K,61+,low,married,Non-White
2090,40, Local-gov,211968, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,6912,0,5, United-States, >50K,31-60,high,married,Non-White
2091,41, Private,78954, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male,1,0,40, United-States, >50K,31-60,low,married,Non-White
2092,35, Private,189537, Bachelors,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K,31-60,high,not-married,Non-White
2093,36, Private,249921, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,21,0,16, United-States, <=50K,31-60,low,married,Non-White
2094,66, Private,81433, HS-grad,4, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K,61+,low,married,Non-White
2095,22, Private,175109, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,34, United-States, <=50K,<=30,low,not-married,Non-White
2096,25, Private,353937, 11th,9, Never-married, Handlers-cleaners, Own-child, White, Female,4,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2097,37, Private,198318, Bachelors,7, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,21, United-States, <=50K,31-60,low,not-married,Non-White
2098,36, Private,110089, Some-college,9, Widowed, ?, Wife, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
2099,43, Private,122973, Assoc-acdm,12, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
2100,67, Self-emp-not-inc,205887, 10th,4, Married-civ-spouse, Other-service, Husband, White, Male,7552,0,17, Japan, >50K,61+,low,married,Non-White
2101,40, Federal-gov,102490, 12th,9, Separated, Adm-clerical, Not-in-family, Black, Male,0,1,37, United-States, <=50K,31-60,low,not-married,Non-White
2102,47, Private,148731, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K,31-60,low,married,Non-White
2103,47, State-gov,227904, 9th,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States, >50K,31-60,low,married,Non-White
2104,45, Private,164808, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,14, United-States, <=50K,31-60,low,not-married,Non-White
2105,32, Never-worked,178810, 12th,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
2106,25, Private,25704, 11th,9, Widowed, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
2107,31, Private,163307, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2,47, United-States, >50K,31-60,high,married,Non-White
2108,48, Private,145039, Bachelors,10, Divorced, Prof-specialty, Husband, White, Female,7091,0,40, United-States, >50K,31-60,low,not-married,Non-White
2109,23, Private,182008, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Male,21,0,34, United-States, <=50K,<=30,low,married,Non-White
2110,35, Private,179722, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,11, Cuba, >50K,31-60,high,married,Non-White
